PetId,ClaimId,ClaimDate,AmountClaimed
37,243,11/18/20 13:40,447.89
37,244,9/1/20 16:26,878.68
38,245,8/19/20 7:29,333.02
40,246,9/23/18 11:39,345.76
40,247,8/14/18 11:29,66.52
41,248,12/25/20 15:56,379.23
41,249,8/9/20 21:18,289.23
42,250,12/28/20 14:58,1101.24
42,251,8/13/18 5:20,455.49
42,252,8/13/18 5:19,19.85
42,253,8/13/18 5:14,341.17
43,254,9/24/19 9:53,730.69
44,255,9/21/18 13:04,119.85
44,256,9/21/18 13:06,195.85
45,257,1/3/19 15:13,150
45,258,6/23/20 11:37,1119.12
47,259,11/8/18 8:38,4063.45
47,260,11/8/18 8:26,4063.45
47,261,9/13/18 8:56,4165
47,262,9/13/18 10:18,4165
48,263,5/3/20 15:32,627.82
48,264,4/18/19 17:32,761.19
49,265,6/3/18 12:39,458.3
49,266,7/12/18 16:08,458.3
49,267,1/24/19 4:10,848.1
49,268,5/31/18 14:44,25
49,269,8/26/19 12:47,207.25
49,270,8/26/19 12:29,82.8
49,271,2/15/19 11:28,203
49,272,5/23/18 14:10,26.5
50,273,9/2/20 6:22,84.92
50,274,8/20/20 5:13,84.92
50,275,7/10/20 9:45,225.8
50,276,7/10/20 10:38,574.15
50,277,7/10/20 9:28,958.4
50,278,7/29/19 12:46,392.12
50,279,7/13/20 7:25,162.95
50,280,2/18/19 12:31,143.84
50,281,8/10/20 6:09,84.92
50,282,3/13/19 11:10,11.95
50,283,10/15/20 11:10,83.15
50,284,3/13/19 11:24,43.92
50,285,7/13/20 4:38,308.49
50,286,3/13/19 11:17,177.91
50,287,7/10/20 10:56,0
50,288,11/1/18 9:24,517.5
50,289,11/7/18 11:18,2068.88
52,290,6/23/18 18:31,118.02
52,291,11/19/19 16:19,122
52,292,11/5/20 23:13,55.33
52,293,10/8/20 18:02,98.98
52,294,11/26/19 19:09,44
52,295,11/10/20 10:07,77.1
52,296,8/4/20 7:23,256
52,297,8/5/18 8:31,3030.85
52,298,10/8/20 17:59,94.41
52,299,12/11/19 16:20,38
52,300,9/10/19 22:52,401.9
52,301,11/21/19 17:17,59.2
52,302,11/25/19 22:49,39.99
52,303,12/25/20 5:55,160.6
52,304,12/22/20 15:10,150
52,305,7/4/18 2:29,1677.93
52,306,11/14/20 3:30,91.1
52,307,10/8/20 17:56,42.34
53,308,1/8/19 4:16,11.7
53,309,10/27/20 1:04,284
53,310,8/5/20 6:19,388.3
53,311,8/25/20 10:44,480.24
53,312,1/8/19 15:04,314.77
53,313,8/8/20 1:20,209.53
53,314,1/8/19 4:17,314.77
53,315,7/26/20 23:50,323.94
53,316,8/6/19 5:14,27.86
53,317,8/6/19 5:12,147.1
53,318,12/17/20 21:55,234.08
53,319,8/6/19 5:17,48
53,320,5/7/19 2:59,67.03
53,321,7/26/20 23:49,246.12
54,322,6/16/20 14:40,68
54,323,7/2/18 4:03,230.13
54,324,7/2/18 3:57,155.64
54,325,7/1/20 9:09,71.05
54,326,6/20/20 4:00,90.35
54,327,6/16/20 14:43,547.48
54,328,6/16/20 14:38,274.23
57,329,11/16/18 3:39,504.36
57,330,9/2/18 14:54,246.53
57,331,11/21/18 17:23,126.46
57,332,9/2/18 14:49,56
57,333,9/2/18 14:52,119
57,334,11/16/18 3:37,133.5
57,335,9/2/18 14:57,142
58,336,8/29/19 3:41,933
58,337,12/10/18 15:34,72.33
58,338,11/25/19 23:33,561.5
58,339,11/25/19 23:38,139
58,340,8/29/19 4:07,643.5
58,341,4/29/19 12:22,215.14
58,342,12/10/18 15:33,64.76
58,343,12/10/18 15:29,197.85
58,344,8/21/20 2:46,58
58,345,8/21/20 2:39,75
58,346,8/21/20 2:28,54.46
58,347,8/21/20 2:24,332.62
58,348,3/26/19 20:33,138.2
58,349,3/26/19 20:32,68.25
58,350,8/20/18 21:54,310.19
58,351,3/26/19 20:27,327.05
58,352,8/20/18 21:53,141.25
58,353,8/20/18 21:51,50.84
58,354,8/20/18 21:47,124.18
58,355,11/25/19 23:30,245
58,356,8/29/19 4:08,172
60,357,4/30/19 12:57,151.92
61,358,11/15/20 6:44,51.82
61,359,11/15/20 6:46,144.8
61,360,9/6/19 1:57,149.84
61,361,9/6/19 2:32,130.05
61,362,9/6/19 1:53,218
61,363,9/6/19 2:00,75.15
61,364,9/6/19 2:06,372.38
61,365,9/6/19 2:08,97.6
61,366,9/6/19 2:09,399.98
61,367,9/6/19 2:11,513.9
61,368,9/6/19 2:12,135.6
61,369,3/8/19 15:57,335.85
61,370,9/6/19 2:14,286.8
61,371,9/6/19 2:17,744.12
61,372,3/8/19 15:58,67.02
61,373,9/6/19 2:20,168.13
61,374,9/6/19 2:22,60
61,375,9/6/19 2:26,164
61,376,9/6/19 2:27,151.89
61,377,9/6/19 2:29,157
61,378,9/6/19 2:30,15.36
61,379,11/20/19 14:49,1059.85
61,380,9/6/19 2:24,130
61,381,8/19/20 19:30,162.3
61,382,4/14/20 1:12,526
61,383,11/5/19 12:44,359.4
61,384,9/18/19 12:49,1351.35
61,385,10/11/20 5:35,51.82
61,386,8/24/20 14:31,1079.91
61,387,8/19/20 18:44,244.5
61,388,8/19/20 19:20,79.2
61,389,8/19/20 19:28,200.37
61,390,12/15/20 20:28,989.5
61,391,12/15/20 20:29,254.05
61,392,12/15/20 20:35,63.87
61,393,2/13/20 16:31,204.42
61,394,10/10/20 7:12,419.3
61,395,9/20/20 15:13,66.41
61,396,4/14/20 1:18,244.5
61,397,8/30/20 15:10,270
61,398,8/19/20 19:30,28
61,399,9/9/20 20:05,339.1
62,400,8/16/19 8:33,74
62,401,8/16/19 8:29,157.8
62,402,8/16/19 8:27,161.58
62,403,8/16/19 8:25,403.64
62,404,8/16/19 8:15,210.85
62,405,12/15/19 22:21,337
62,406,9/21/19 11:52,903.7
62,407,12/15/19 22:23,483
62,408,12/15/19 22:26,127.35
62,409,8/16/19 8:35,126.53
62,410,5/16/20 17:31,1238.42
62,411,5/16/20 17:33,58.36
62,412,5/16/20 17:34,290.84
62,413,9/21/19 11:51,74
65,414,2/6/19 8:51,869.2
65,415,10/15/19 13:31,209.39
65,416,4/22/20 10:58,12.47
65,417,12/4/18 13:10,33.95
65,418,12/31/19 10:00,101.65
65,419,12/31/19 9:59,13.66
65,420,12/10/18 9:53,1829.65
66,421,3/27/20 23:07,5140.66
66,422,3/9/20 18:20,296.25
66,423,3/9/20 18:19,298.8
66,424,3/9/20 18:18,112.8
66,425,2/25/20 10:10,696.8
67,426,3/12/19 10:27,278.02
70,427,10/3/19 20:53,49
70,428,10/6/19 15:11,49
70,429,9/25/19 8:02,358.7
70,430,8/22/20 1:30,652.5
70,431,10/3/19 21:02,390.6
70,432,6/26/20 16:36,92.5
70,433,9/5/20 21:14,118.96
70,434,9/30/20 3:15,269.89
70,435,9/25/19 7:41,642.27
70,436,10/6/19 15:06,230.1
70,437,9/25/19 7:54,110.3
70,438,1/23/20 9:31,260.9
70,439,10/29/19 16:15,57.4
70,440,9/25/19 8:12,951.55
70,441,10/10/19 14:10,58
70,442,10/16/19 13:34,49
70,443,10/29/19 16:19,322.6
70,444,10/6/19 15:07,49
70,445,9/25/19 8:07,482.35
70,446,10/6/19 15:09,130
70,447,10/29/19 16:22,20.75
74,448,11/23/19 13:24,662.85
75,449,9/9/19 7:36,134.99
75,450,9/9/19 7:37,144.69
75,451,9/9/19 7:38,26.99
75,452,9/9/19 7:33,11.55
75,453,9/9/19 7:54,560.9
75,454,9/9/19 7:31,382.8
75,455,9/9/19 7:35,746.72
75,456,9/3/19 1:41,78
75,457,9/9/19 7:29,78.34
75,458,9/9/19 8:06,178
75,459,9/9/19 7:30,101.75
77,460,4/12/19 17:42,468
79,461,11/25/20 15:03,389
79,462,2/28/19 17:44,234.7
79,463,7/16/20 18:27,209.6
79,464,9/12/18 8:00,171
79,465,1/14/19 6:41,365.2
79,466,6/28/18 15:59,197.9
79,467,12/4/20 9:47,214
79,468,1/21/19 17:15,110
79,469,4/3/19 14:19,61
79,470,5/10/18 15:02,134
79,471,3/5/18 15:33,45
82,472,1/15/19 5:12,163.5
83,473,7/5/18 15:02,356.07
83,474,8/6/20 8:39,410.31
83,475,3/21/18 15:08,116
83,476,3/13/19 3:21,202.64
83,477,3/13/19 3:23,257.8
83,478,3/13/19 3:35,104.92
83,479,4/17/18 11:15,88.08
83,480,5/6/19 10:17,353.55
83,481,8/5/19 14:58,323.6
83,482,3/21/18 15:06,34.24
83,483,5/6/19 10:24,456.42
83,484,3/22/19 21:50,241.93
83,485,3/28/18 9:28,387.54
83,486,4/25/18 9:54,68.61
83,487,8/9/18 11:47,55.6
83,488,8/20/18 19:53,487.95
83,489,3/13/18 20:23,83.45
83,490,12/26/19 13:52,100.5
83,491,8/4/18 15:22,320.42
83,492,11/30/18 11:11,560.86
83,493,12/5/19 19:15,227.7
83,494,8/10/20 15:52,100
84,495,7/30/19 23:49,191.41
87,496,10/21/19 23:30,39.79
90,497,3/27/20 19:17,286.36
90,498,6/21/19 8:43,183.42
95,499,5/1/18 22:28,515.78
96,500,11/7/18 4:48,0
96,501,11/8/18 5:12,3309.37
98,502,6/6/19 17:33,272.05
98,503,6/6/19 17:33,285.4
100,504,9/19/18 11:45,103.58
100,505,9/19/18 11:40,697.97
102,506,1/15/19 19:17,112.15
102,507,11/29/18 13:23,199.1
102,508,11/4/18 11:48,167.69
102,509,12/2/18 11:14,941.38
105,510,1/29/19 11:33,1121.09
105,511,1/29/19 11:32,125
106,512,12/30/19 13:51,331.82
107,513,1/25/19 9:44,70.29
107,514,1/25/19 9:52,53.43
107,515,3/8/19 4:09,374
107,516,8/23/18 8:17,120.86
107,517,7/4/18 10:05,151.5
107,518,9/30/20 14:14,134.99
107,519,6/6/18 11:44,23.85
107,520,6/6/18 11:48,23.85
107,521,1/25/19 9:55,58.08
107,522,2/24/19 11:45,216.95
107,523,10/21/20 11:15,176
107,524,1/25/19 9:38,9.9
107,525,7/9/18 14:46,23.85
107,526,2/11/19 12:58,234
107,527,1/25/19 9:37,53.53
107,528,11/6/20 10:29,75
107,529,12/19/20 20:08,171.5
107,530,1/25/19 9:32,50.53
107,531,11/26/20 0:50,121.5
107,532,4/10/18 8:10,397.63
107,533,4/6/18 14:08,301.21
107,534,9/20/18 9:53,49.25
107,535,12/19/20 22:43,226.5
107,536,7/2/18 9:53,45.72
107,537,8/10/18 8:38,23.85
107,538,4/11/18 13:59,244.85
109,539,11/5/19 13:55,76.01
109,540,10/18/19 11:49,127.28
109,541,11/18/19 14:45,137.46
109,542,10/18/19 11:50,17.21
109,543,10/18/19 11:48,378.78
111,544,12/31/18 6:50,12.51
111,545,12/31/18 6:54,172.63
111,546,12/31/18 6:52,138.02
111,547,12/31/18 6:45,169.9
111,548,12/31/18 6:41,8.04
111,549,12/31/18 6:35,141.61
112,550,4/30/19 14:44,689.88
112,551,4/30/19 14:42,65.73
112,552,4/30/19 14:34,277.98
114,553,9/10/19 9:01,474.34
115,554,8/6/19 16:05,170.4
115,555,8/6/19 16:03,183
116,556,7/21/20 16:30,83.35
116,557,9/22/18 12:33,188.28
116,558,8/7/20 11:27,131.35
117,559,6/17/19 14:15,280.7
117,560,3/4/20 16:17,214.64
117,561,10/12/18 22:42,176.49
117,562,3/4/20 16:18,73.79
117,563,4/16/18 9:17,107.94
117,564,6/17/19 14:16,104.5
117,565,6/21/19 16:22,221.9
118,566,8/17/18 11:44,406.91
118,567,10/26/18 16:24,398.97
119,568,12/18/19 8:58,1411.62
119,569,12/18/19 9:20,7082
119,570,12/23/19 22:25,538.7
119,571,12/14/19 14:05,3089.17
119,572,12/16/19 9:38,1566.78
119,573,12/15/19 10:24,1157.29
119,574,8/5/18 13:49,210.91
119,575,2/12/19 9:47,205.56
120,576,11/7/18 10:03,1993.16
120,577,12/17/19 13:55,305.59
120,578,5/18/18 17:13,1030.76
120,579,3/3/18 10:54,43.75
120,580,9/14/18 15:38,411.38
120,581,12/1/19 17:04,265.64
120,582,12/1/19 17:05,447.05
120,583,2/7/18 15:53,1232.25
120,584,12/1/19 17:53,75.55
120,585,12/1/19 17:56,175.5
120,586,11/6/18 14:48,463
120,587,5/15/18 15:28,328.14
120,588,5/25/18 6:56,263
120,589,1/10/18 15:07,457.25
120,590,2/27/19 16:36,773.1
120,591,7/20/18 11:07,552.25
121,592,11/22/18 12:01,757.99
121,593,9/20/18 15:01,304.87
122,594,3/1/19 14:49,307
126,595,10/1/20 13:55,128.1
128,596,11/21/18 12:20,70.17
128,597,9/8/18 11:06,162
128,598,9/8/18 11:09,605
128,599,9/8/18 11:10,44.3
128,600,9/8/18 11:02,946.5
128,601,4/3/19 21:41,70.17
128,602,9/8/18 11:04,7.6
128,603,8/25/18 5:24,0
128,604,1/24/19 8:13,2094.94
128,605,1/24/19 8:20,140.34
128,606,7/10/19 20:47,75.9
128,607,11/27/18 9:51,117.27
128,608,11/21/18 12:15,77.51
128,609,6/14/19 12:19,73.68
128,610,11/27/18 9:49,131.04
128,611,11/27/18 9:53,52.59
128,612,9/8/18 11:03,28
130,613,5/7/20 18:35,90
130,614,5/7/20 18:34,102
130,615,5/7/20 18:33,197
131,616,12/18/19 14:44,63.3
131,617,1/15/19 11:32,78.37
131,618,1/15/19 11:34,272.95
131,619,5/22/19 7:53,188.02
131,620,11/22/19 15:27,549.5
131,621,10/24/19 7:45,63.3
131,622,10/24/19 7:49,330.3
131,623,10/24/19 7:51,193.32
131,624,10/24/19 7:54,298.3
131,625,8/20/18 18:46,225.33
131,626,2/27/20 1:50,99.5
131,627,2/25/19 20:20,163.31
131,628,5/20/19 17:40,200.62
131,629,10/1/18 11:24,174.75
131,630,4/17/19 23:34,74.99
131,631,1/15/20 12:52,655.74
131,632,3/28/19 4:18,189.94
131,633,8/21/18 19:38,98.58
131,634,10/30/18 11:24,668.16
131,635,1/23/20 19:17,438.6
131,636,9/25/18 18:41,42.59
131,637,1/13/19 22:47,103.94
131,638,2/5/19 14:35,173.8
132,639,2/2/20 5:40,16.25
132,640,2/2/20 5:48,16.25
132,641,2/2/20 5:46,32.5
132,642,2/2/20 5:44,117.45
132,643,4/29/19 23:15,83.7
132,644,2/2/20 5:42,28.92
132,645,9/15/19 21:46,109.07
132,646,3/17/20 15:43,100.17
132,647,9/15/19 21:47,16.25
132,648,9/4/19 20:22,430
132,649,2/2/20 5:38,16.25
132,650,8/8/19 23:10,312
132,651,4/29/19 23:14,152
132,652,4/29/19 22:50,143.48
132,653,4/29/19 23:12,49
132,654,4/29/19 23:07,45
132,655,4/29/19 23:10,42
132,656,4/29/19 23:09,196.5
132,657,2/2/20 5:36,16.25
133,658,12/17/18 7:34,39.08
133,659,6/12/19 11:32,32.6
133,660,1/4/19 4:15,28.36
133,661,12/16/18 17:37,1338
134,662,6/24/20 16:23,180
134,663,6/24/20 16:27,144
134,664,2/4/20 11:19,321.92
134,665,2/4/20 11:15,162.15
134,666,2/18/20 20:44,422.45
134,667,12/17/20 21:58,275.78
134,668,2/18/20 20:46,239.77
134,669,12/17/20 21:16,189.84
134,670,10/19/20 17:15,229.9
134,671,4/28/20 7:35,309.24
134,672,11/21/19 5:23,43
134,673,11/21/19 5:20,160.92
134,674,11/21/19 5:08,72.7
134,675,11/21/19 5:07,100.56
134,676,1/16/19 0:30,132.06
135,677,2/13/19 2:24,431.41
135,678,7/15/19 23:16,2653.18
135,679,4/14/20 15:59,426.47
135,680,11/11/18 13:47,674.21
136,681,6/4/19 14:20,201.42
137,682,8/30/19 13:36,337.45
137,683,7/10/19 12:06,462.45
138,684,9/11/20 10:46,138.34
138,685,9/11/20 10:48,90
138,686,9/11/20 10:45,17.5
138,687,9/11/20 10:44,5.18
138,688,9/11/20 10:43,196.3
139,689,12/27/18 2:33,1467.06
139,690,12/27/18 2:36,188.75
139,691,12/27/18 2:37,188.75
139,692,12/27/18 2:39,185
141,693,2/27/19 9:39,241.43
142,694,12/17/18 17:49,160
142,695,2/23/19 11:08,102.75
142,696,7/16/19 13:56,4972.46
142,697,7/30/19 8:04,1113.5
142,698,7/30/19 8:10,172.5
142,699,12/17/18 17:54,160
142,700,7/8/20 16:05,493.55
142,701,4/16/18 11:51,410.34
142,702,4/8/19 12:11,94.5
142,703,4/8/19 12:09,141
142,704,5/30/18 2:49,374
142,705,7/26/19 8:15,3315.75
142,706,7/3/19 8:37,1955.11
142,707,2/28/19 11:28,233.86
142,708,8/17/19 10:49,106.35
142,709,5/16/18 18:04,3730.09
142,710,1/8/19 15:59,115.75
142,711,12/17/18 18:02,333.62
142,712,5/8/18 17:37,122.1
143,713,2/28/20 15:51,691.65
143,714,3/6/20 16:19,153.78
144,715,3/28/19 1:21,715.36
145,716,2/10/19 12:43,472.52
146,717,12/10/18 10:22,994.25
146,718,11/1/19 15:23,191.58
149,719,6/14/19 13:17,226.82
149,720,7/27/20 22:31,666.03
151,721,6/28/20 7:58,1523.3
151,722,9/15/20 4:46,1115.25
151,723,12/1/19 10:13,4035.5
151,724,6/3/20 6:29,2839.8
151,725,7/9/20 5:24,1636.2
151,726,6/15/20 10:07,1636.3
151,727,4/8/19 23:06,238.76
151,728,9/2/20 12:30,968.3
152,729,10/27/20 18:19,691.63
152,730,10/27/20 18:17,243.36
152,731,10/27/20 18:18,67
152,732,10/27/20 18:16,202.4
153,733,3/1/19 23:49,155.89
156,734,8/16/19 16:53,174
157,735,4/4/19 5:45,183.11
157,736,12/17/18 5:43,16.23
157,737,3/20/20 9:02,305.26
157,738,3/30/20 11:33,17.01
157,739,11/14/19 13:46,38.16
157,740,8/27/18 6:31,178.7
157,741,12/16/19 6:07,55.33
157,742,12/1/20 4:43,338.22
157,743,10/17/19 7:14,105.21
157,744,4/24/20 5:30,216.79
157,745,3/7/19 10:23,85
157,746,3/7/19 8:06,296.2
157,747,3/26/19 7:56,475
157,748,7/12/19 6:27,138.69
157,749,4/4/19 5:49,205.2
157,750,5/28/20 6:11,95.08
157,751,6/7/19 11:54,124.65
157,752,1/17/19 13:27,30.27
157,753,3/12/20 14:57,136.29
157,754,3/20/19 9:06,0
157,755,7/6/18 4:14,144.98
157,756,5/17/19 4:37,16.23
157,757,11/26/18 9:17,35.17
157,758,11/19/18 6:41,334.9
157,759,2/11/20 12:28,109.28
157,760,4/18/19 4:39,28.62
157,761,6/20/19 14:36,16.23
157,762,10/17/18 9:11,187.17
157,763,3/20/20 8:43,540.76
157,764,9/12/18 13:42,12.39
157,765,7/31/19 12:14,21.24
157,766,12/3/18 6:45,21.52
157,767,12/18/20 4:21,173.09
157,768,10/16/20 10:21,173.09
157,769,9/9/20 11:42,224.01
157,770,7/29/20 5:51,55.2
157,771,5/6/18 7:35,1577
157,772,12/10/18 5:39,16.23
157,773,8/28/19 8:20,163.91
157,774,11/4/19 13:51,585
157,775,10/30/19 13:08,35.22
157,776,11/15/18 5:06,80.54
157,777,7/21/20 13:01,168.81
157,778,2/15/19 7:37,18.1
157,779,9/10/19 14:45,34.71
157,780,7/25/19 13:11,63.31
157,781,10/7/19 8:26,129.96
157,782,2/1/19 12:07,87.1
157,783,11/3/19 18:30,0
157,784,11/20/20 3:52,173.09
157,785,7/23/18 10:48,207.29
